prior,Indiv,Z,hybrid_class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,mean_posterior_probability,sd_posterior_probability,cv_posterior_probability
Jeffreys,COPE_0876.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0876.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0876.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0876.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0876.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0876.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0876.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0876.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0877.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0877.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
Jeffreys,COPE_0877.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0877.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0877.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0877.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0877.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0877.fp2.repr,z1,pure_b,1,1,1,1,1,1,0.99999,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
uniform,COPE_0877.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0877.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0877.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0877.fp2.repr,z1,b_bx,0,0,0,0,0,0,1e-5,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_0878.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0878.fp2.repr,z1,pure_b,0.99987,0.99997,1,1,1,1,0.99999,1,1,0.99982,0.999965,6.502136401042301e-5,6.502363983781734e-5
Jeffreys,COPE_0878.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0878.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0878.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0878.fp2.repr,z1,b_bx,1.3e-4,3e-5,0,0,0,0,1e-5,0,0,1.8e-4,3.5e-5,6.50213640104372e-5,1.8577532574410631
uniform,COPE_0878.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0878.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,0.99987,1,0.999987,4.110960958217738e-5,4.1110144014049564e-5
uniform,COPE_0878.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0878.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0878.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0878.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,1.3e-4,0,1.3e-5,4.110960958218893e-5,3.162277660168379
Jeffreys,COPE_0879.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0879.fp2.repr,z1,pure_b,0.99996,1,1,0.99999,1,1,1,1,1,1,0.999995,1.2692955176450111e-5,1.269301864154332e-5
Jeffreys,COPE_0879.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0879.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0879.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0879.fp2.repr,z1,b_bx,4e-5,0,0,1e-5,0,0,0,0,0,0,5e-6,1.2692955176439848e-5,2.5385910352879693
uniform,COPE_0879.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0879.fp2.repr,z1,pure_b,1,0.99992,1,1,1,1,1,1,1,1,0.999992,2.5298221281337228e-5,2.5298423668726577e-5
uniform,COPE_0879.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0879.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0879.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0879.fp2.repr,z1,b_bx,0,8e-5,0,0,0,0,0,0,0,0,8.000000000000001e-6,2.5298221281347037e-5,3.162277660168379
Jeffreys,COPE_0880.fp2.repr,NA,pure_a,8e-5,0.57317,0,0,1e-5,0.01001,0,0,0,0.09968,0.068295,0.1800981484419599,2.6370619875826913
Jeffreys,COPE_0880.fp2.repr,NA,pure_b,0.99187,0.40318,0.99781,0.99632,0.99629,0.98286,0.9974,0.99686,0.99641,0.88648,0.924548,0.1863605664535523,0.201569379257272
Jeffreys,COPE_0880.fp2.repr,NA,F1,0.00142,0.00519,0,0,3e-5,0.00093000000000000005,0,1e-5,1e-5,0.00299,0.0010580000000000001,0.0017500780934956398,1.6541380845894513
Jeffreys,COPE_0880.fp2.repr,NA,F2,6.7e-4,0.00315,2e-4,6.6e-4,1.5e-4,2e-4,2.3e-4,3.1e-4,4.1e-4,0.003,8.98e-4,0.0011624954002298485,1.2945383076056218
Jeffreys,COPE_0880.fp2.repr,NA,a_bx,3.3e-4,0.00852,0,0,1e-5,7e-4,0,0,0,0.00266,0.001222,0.0026942770623840616,2.2048093800196904
Jeffreys,COPE_0880.fp2.repr,NA,b_bx,0.00563,0.00678,0.00199,0.00302,0.0035,0.0053,0.00237,0.00282,0.00316,0.0052,0.003977,0.0016164230056929197,0.40644279750890616
uniform,COPE_0880.fp2.repr,NA,pure_a,0.44351,0.10482,0.03086,0.03357,0,0,0.04061,1.8e-4,0.39251,0,0.104606,0.16867351410343,1.6124650029962908
uniform,COPE_0880.fp2.repr,NA,pure_b,0.52916,0.87463,0.95043,0.95321,0.99785,0.99541,0.94333,0.98951,0.58485,0.98577,0.880415,0.17478492950862023,0.19852561520262632
uniform,COPE_0880.fp2.repr,NA,F1,0.00659,0.0031,0.00426,0.00232,1e-5,0,0.00253,1.6e-4,0.00514,6e-5,0.002417,0.0023804530381141037,0.9848792048465469
uniform,COPE_0880.fp2.repr,NA,F2,0.00256,0.00472,0.00199,0.00193,2.8e-4,0.00125,0.0033,0.00231,0.00821,0.00264,0.002919,0.0021998002434564625,0.7536143348600419
uniform,COPE_0880.fp2.repr,NA,a_bx,0.01001,0.00601,0.00298,0.00141,0,0,0.00146,1.1e-4,0.00381,1e-5,0.00258,0.003287765198428866,1.2743275962902583
uniform,COPE_0880.fp2.repr,NA,b_bx,0.00816,0.00672,0.00949,0.00756,0.0018600000000000001,0.00334,0.00876,0.00773,0.00548,0.01151,0.0070610000000000004,0.002867377625016357,0.40608662016943164
Jeffreys,COPE_0882.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0882.fp2.repr,z1,pure_b,0.99995,0.99995,1,0.99999,1,1,1,1,1,1,0.999989,2.0789954839348183e-5,2.0790183531367027e-5
Jeffreys,COPE_0882.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0882.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0882.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0882.fp2.repr,z1,b_bx,5e-5,5e-5,0,1e-5,0,0,0,0,0,0,1.1e-5,2.0789954839350236e-5,1.8899958944863853
uniform,COPE_0882.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0882.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0882.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0882.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0882.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0882.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0883.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0883.fp2.repr,z1,pure_b,0.99999,1,1,1,1,1,1,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
Jeffreys,COPE_0883.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0883.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0883.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0883.fp2.repr,z1,b_bx,1e-5,0,0,0,0,0,0,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
uniform,COPE_0883.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0883.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0883.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0883.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0883.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0883.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0884.fp2.repr,z1,pure_a,2e-5,8e-5,0,0.05847,1e-5,0,0,0.02681,0,1e-5,0.00854,0.019459953180256572,2.27868304218461
Jeffreys,COPE_0884.fp2.repr,z1,pure_b,0.98966,0.99409,0.99888,0.92614,0.99516,0.99488,0.99818,0.96023,0.99673,0.99558,0.984953,0.023568128691094682,0.023928175954684827
Jeffreys,COPE_0884.fp2.repr,z1,F1,3.5e-4,8e-5,0,0.00254,2e-5,0,0,9.4e-4,2e-5,1e-5,3.9600000000000003e-4,8.094469991571064e-4,2.0440580786795612
Jeffreys,COPE_0884.fp2.repr,z1,F2,0.00152,6.9e-4,5e-5,0.00347,2.5e-4,1.7e-4,1.3e-4,0.00301,3.5e-4,0.0011,0.001074,0.0012381006959586661,1.1527939440955923
Jeffreys,COPE_0884.fp2.repr,z1,a_bx,1.4e-4,4e-5,0,0.00267,1e-5,0,0,9.4e-4,0,1e-5,3.81e-4,8.551991321064092e-4,2.2446171446362446
Jeffreys,COPE_0884.fp2.repr,z1,b_bx,0.00831,0.005,0.00107,0.0067,0.00456,0.00494,0.00169,0.00807,0.0029,0.00329,0.004653,0.0024944206630888154,0.5360886875325199
uniform,COPE_0884.fp2.repr,z1,pure_a,0,0.13432,6e-5,0,0,7e-4,0.02418,0,0.11123,1e-5,0.027049999999999998,0.051296649663176506,1.8963641280287065
uniform,COPE_0884.fp2.repr,z1,pure_b,0.99854,0.84338,0.99463,0.99649,0.9957,0.991,0.96392,0.9983,0.8659,0.9906,0.963846,0.05866790930502144,0.060868550894044735
uniform,COPE_0884.fp2.repr,z1,F1,0,0.00341,1.7e-4,0,0,2.1e-4,0.002,0,0.00237,4e-5,8.2e-4,0.0012734729417358396,1.5530157826046824
uniform,COPE_0884.fp2.repr,z1,F2,4e-5,0.00505,4.5e-4,3.3e-4,0.00093000000000000005,0.00293,0.00204,1e-4,0.01098,0.00348,0.002633,0.0033793623658909385,1.2834646281393614
uniform,COPE_0884.fp2.repr,z1,a_bx,0,0.00703,6e-5,0,0,1.5e-4,8.9e-4,0,0.00189,3e-5,0.001005,0.0022038312599249113,2.192866925298419
uniform,COPE_0884.fp2.repr,z1,b_bx,0.00142,0.00681,0.00464,0.00318,0.00336,0.00502,0.00698,0.0016,0.00762,0.00585,0.004648,0.002212408441294489,0.47599148909089695
Jeffreys,COPE_0885.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0885.fp2.repr,z1,pure_b,1,0.99998,1,1,1,1,0.99998,1,1,1,0.999996,8.432740427124111e-6,8.432774158220744e-6
Jeffreys,COPE_0885.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0885.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0885.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0885.fp2.repr,z1,b_bx,0,2e-5,0,0,0,0,2e-5,0,0,0,4.000000000000001e-6,8.432740427115678e-6,2.1081851067789192
uniform,COPE_0885.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0885.fp2.repr,z1,pure_b,1,0.99997,1,0.99998,1,1,1,1,1,1,0.999995,1.0801234497342961e-5,1.0801288503785481e-5
uniform,COPE_0885.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0885.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0885.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0885.fp2.repr,z1,b_bx,0,3e-5,0,2e-5,0,0,0,0,0,0,5e-6,1.0801234497346434e-5,2.1602468994692865
Jeffreys,COPE_0886.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0886.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
Jeffreys,COPE_0886.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0886.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0886.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0886.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0886.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0886.fp2.repr,z1,pure_b,1,0.99999,1,1,1,1,1,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
uniform,COPE_0886.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0886.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0886.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0886.fp2.repr,z1,b_bx,0,1e-5,0,0,0,0,0,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_0887.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0887.fp2.repr,z1,pure_b,1,1,1,1,0.99998,1,0.99999,0.99998,0.99974,1,0.999969,8.08908729915519e-5,8.089338068635318e-5
Jeffreys,COPE_0887.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0887.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0887.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0887.fp2.repr,z1,b_bx,0,0,0,0,2e-5,0,1e-5,2e-5,2.6e-4,0,3.1e-5,8.089087299153924e-5,2.6093829997270723
uniform,COPE_0887.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0887.fp2.repr,z1,pure_b,0.99996,0.99987,0.99999,0.99999,1,1,0.99999,0.99998,0.99996,1,0.999974,3.949683531626127e-5,3.949786226068005e-5
uniform,COPE_0887.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0887.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0887.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0887.fp2.repr,z1,b_bx,4e-5,1.3e-4,1e-5,1e-5,0,0,1e-5,2e-5,4e-5,0,2.6e-5,3.9496835316262994e-5,1.5191090506254998
Jeffreys,COPE_0888.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0888.fp2.repr,z1,pure_b,1,0.99994,1,1,0.99997,1,1,1,1,1,0.999991,2.024845673129937e-5,2.024863896905009e-5
Jeffreys,COPE_0888.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0888.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0888.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0888.fp2.repr,z1,b_bx,0,6e-5,0,0,3e-5,0,0,0,0,0,9e-6,2.024845673131659e-5,2.2498285257018433
uniform,COPE_0888.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0888.fp2.repr,z1,pure_b,1,1,1,0.99999,1,1,1,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
uniform,COPE_0888.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0888.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0888.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0888.fp2.repr,z1,b_bx,0,0,0,1e-5,0,0,0,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_0889.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0889.fp2.repr,NA,pure_b,1,1,0.99985,0.99999,0.99928,1,1,1,1,1,0.999912,2.2695080230454088e-4,2.2697077573280536e-4
Jeffreys,COPE_0889.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0889.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0889.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0889.fp2.repr,NA,b_bx,0,0,1.5e-4,1e-5,7.2e-4,0,0,0,0,0,8.8e-5,2.2695080230452296e-4,2.5789863898241245
uniform,COPE_0889.fp2.repr,NA,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0889.fp2.repr,NA,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0889.fp2.repr,NA,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0889.fp2.repr,NA,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0889.fp2.repr,NA,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0889.fp2.repr,NA,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0890.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0890.fp2.repr,z1,pure_b,1,1,1,1,0.99999,1,1,1,0.99999,0.99999,0.999997,4.830458915374496e-6,4.830473406794716e-6
Jeffreys,COPE_0890.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0890.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0890.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0890.fp2.repr,z1,b_bx,0,0,0,0,1e-5,0,0,0,1e-5,1e-5,3e-6,4.83045891539648e-6,1.6101529717988265
uniform,COPE_0890.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0890.fp2.repr,z1,pure_b,1,0.99999,1,1,1,1,1,1,1,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
uniform,COPE_0890.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0890.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0890.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0890.fp2.repr,z1,b_bx,0,1e-5,0,0,0,0,0,0,0,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
Jeffreys,COPE_0891.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0891.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
Jeffreys,COPE_0891.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0891.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0891.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0891.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0891.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0891.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0891.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0891.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0891.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0891.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0892.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0892.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
Jeffreys,COPE_0892.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0892.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0892.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0892.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0892.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0892.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,1,1,1,0,0
uniform,COPE_0892.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0892.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0892.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0892.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0893.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0893.fp2.repr,z1,pure_b,1,1,1,1,1,1,1,1,0.99999,1,0.999999,3.1622776601539877e-6,3.1622808224348103e-6
Jeffreys,COPE_0893.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0893.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0893.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0893.fp2.repr,z1,b_bx,0,0,0,0,0,0,0,0,1e-5,0,1.0000000000000002e-6,3.1622776601683796e-6,3.162277660168379
uniform,COPE_0893.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0893.fp2.repr,z1,pure_b,1,1,1,1,1,1,0.99998,1,0.99998,1,0.999996,8.432740427124111e-6,8.432774158220744e-6
uniform,COPE_0893.fp2.repr,z1,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0893.fp2.repr,z1,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0893.fp2.repr,z1,a_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0893.fp2.repr,z1,b_bx,0,0,0,0,0,0,2e-5,0,2e-5,0,4.000000000000001e-6,8.432740427115678e-6,2.1081851067789192
Jeffreys,COPE_0894.fp2.repr,z0,pure_a,1,1,1,1,0.99999,1,0.99995,0.99999,1,1,0.999993,1.5670212364720597e-5,1.5670322056974995e-5
Jeffreys,COPE_0894.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0894.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0894.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0894.fp2.repr,z0,a_bx,0,0,0,0,1e-5,0,5e-5,1e-5,0,0,7.000000000000001e-6,1.5670212364724212e-5,2.238601766389173
Jeffreys,COPE_0894.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0894.fp2.repr,z0,pure_a,1,1,0.99998,1,1,1,0.99984,1,0.99998,1,0.99998,4.988876515700116e-5,4.988976295226021e-5
uniform,COPE_0894.fp2.repr,z0,pure_b,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0894.fp2.repr,z0,F1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0894.fp2.repr,z0,F2,0,0,0,0,0,0,0,0,0,0,0,0,NaN
uniform,COPE_0894.fp2.repr,z0,a_bx,0,0,2e-5,0,0,0,1.6e-4,0,2e-5,0,2e-5,4.988876515698589e-5,2.494438257849294
uniform,COPE_0894.fp2.repr,z0,b_bx,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Jeffreys,COPE_0895.fp2.repr,z1,pure_a,0,0,0,0,0,0,0,0,0,0,0,0,NaN
