Sample	Protists_1k	Human	Bacteria_24k	Bird	Fungi_RefSeq_release	Coral	Plant	Viruses	Vectors	Multiple Genomes	No hits
COPE-0894.fp2_r2_screen	7649.0	2569.0	4437.0	745.0	1052.0	165.0	26.0	8.0	0.0	17022.0	2517265.0
COPE-0895.fp2_r1_screen	8272.0	1109.0	3539.0	366.0	341.0	430.0	135.0	4.0	1.0	21164.0	3686760.0
COPE-0895.fp2_r2_screen	9905.0	4044.0	3532.0	1431.0	634.0	282.0	77.0	15.0	1.0	26234.0	3675966.0
COPE-0896.fp2_r1_screen	70.0	5.0	133.0	7.0	3.0	4.0	3.0	0.0	0.0	261.0	34161.0
COPE-0896.fp2_r2_screen	92.0	45.0	151.0	25.0	3.0	4.0	7.0	0.0	0.0	273.0	34047.0
COPE-0897.fp2_r1_screen	3216.0	316.0	4484.0	296.0	238.0	39.0	35.0	6.0	0.0	11543.0	1496590.0
COPE-0897.fp2_r2_screen	4078.0	1443.0	4559.0	712.0	356.0	126.0	7.0	1.0	0.0	9346.0	1496135.0
COPE-0898.fp2_r1_screen	1943.0	356.0	2575.0	93.0	158.0	54.0	14.0	10.0	0.0	8702.0	1039490.0
COPE-0898.fp2_r2_screen	2511.0	2737.0	2655.0	787.0	421.0	52.0	14.0	6.0	0.0	24947.0	1019265.0
COPE-0899.fp2_r1_screen	3601.0	377.0	3526.0	203.0	171.0	57.0	49.0	19.0	0.0	12354.0	1336767.0
COPE-0899.fp2_r2_screen	3364.0	1859.0	3581.0	779.0	316.0	44.0	33.0	12.0	0.0	14576.0	1332560.0
COPE-0900.fp2_r1_screen	3518.0	282.0	998.0	151.0	200.0	117.0	89.0	7.0	0.0	15096.0	1266208.0
COPE-0900.fp2_r2_screen	4979.0	1609.0	1189.0	407.0	232.0	109.0	8.0	3.0	0.0	14753.0	1263377.0
COPE-0901.fp2_r1_screen	13654.0	778.0	2711.0	859.0	396.0	695.0	240.0	5.0	0.0	33603.0	6032203.0
COPE-0901.fp2_r2_screen	11872.0	7137.0	3813.0	2378.0	972.0	593.0	28.0	2.0	0.0	23712.0	6034637.0
COPE-0902.fp2_r1_screen	3220.0	441.0	3969.0	461.0	334.0	193.0	113.0	26.0	1.0	16291.0	1633824.0
COPE-0902.fp2_r2_screen	4594.0	1477.0	4439.0	1061.0	235.0	93.0	10.0	15.0	0.0	14618.0	1632331.0
COPE-0903.fp2_r1_screen	3784.0	570.0	6509.0	227.0	252.0	100.0	137.0	66.0	0.0	13787.0	2111667.0
COPE-0903.fp2_r2_screen	5607.0	1967.0	7424.0	681.0	260.0	121.0	66.0	2.0	0.0	11655.0	2109316.0
COPE-0904.fp2_r1_screen	1497.0	143.0	1042.0	154.0	93.0	10.0	43.0	1.0	0.0	7295.0	567134.0
COPE-0904.fp2_r2_screen	1457.0	718.0	1128.0	348.0	134.0	173.0	8.0	11.0	0.0	10343.0	563092.0
COPE-0905.fp2_r1_screen	259.0	74.0	394.0	23.0	15.0	7.0	10.0	0.0	0.0	2181.0	173361.0
COPE-0905.fp2_r2_screen	461.0	903.0	372.0	146.0	82.0	3.0	2.0	0.0	0.0	3938.0	170417.0
COPE-0906.fp2_r1_screen	376.0	45.0	124.0	33.0	51.0	6.0	2.0	0.0	0.0	2482.0	221202.0
COPE-0906.fp2_r2_screen	598.0	999.0	132.0	161.0	73.0	11.0	10.0	1.0	0.0	4027.0	218309.0
COPE-0907.fp2_r1_screen	24240.0	3787.0	42208.0	2505.0	1362.0	159.0	200.0	131.0	0.0	68585.0	11497198.0
COPE-0907.fp2_r2_screen	37475.0	24243.0	42568.0	8992.0	3804.0	1067.0	193.0	478.0	2.0	280443.0	11241110.0
COPE-0908.fp2_r1_screen	17693.0	3225.0	1159.0	1223.0	996.0	476.0	298.0	32.0	2.0	28634.0	5602795.0
COPE-0908.fp2_r2_screen	15374.0	4550.0	1671.0	752.0	1031.0	131.0	477.0	7.0	44.0	22347.0	5610149.0
COPE-0909.fp2_r1_screen	6038.0	422.0	5909.0	474.0	279.0	141.0	222.0	34.0	0.0	21275.0	2364785.0
COPE-0909.fp2_r2_screen	10102.0	2306.0	6099.0	968.0	681.0	415.0	23.0	39.0	0.0	17281.0	2361665.0
COPE-0910.fp2_r1_screen	381.0	65.0	844.0	20.0	106.0	3.0	1.0	11.0	0.0	1964.0	174332.0
COPE-0910.fp2_r2_screen	483.0	242.0	930.0	154.0	40.0	8.0	0.0	2.0	0.0	2407.0	173461.0
COPE-0911.fp2_r1_screen	11558.0	1226.0	15909.0	582.0	895.0	661.0	420.0	68.0	2.0	39576.0	4993105.0
COPE-0911.fp2_r2_screen	16599.0	4689.0	17055.0	1251.0	1243.0	270.0	101.0	30.0	0.0	32697.0	4990067.0
COPE-0912.fp2_r1_screen	4562.0	762.0	4438.0	359.0	412.0	144.0	137.0	6.0	0.0	14195.0	2380271.0
COPE-0912.fp2_r2_screen	3933.0	1467.0	4738.0	1023.0	695.0	76.0	73.0	23.0	0.0	12747.0	2380511.0
COPE-0913.fp2_r1_screen	1675.0	202.0	4880.0	228.0	114.0	294.0	62.0	15.0	1.0	7984.0	769034.0
COPE-0913.fp2_r2_screen	2647.0	680.0	5100.0	313.0	120.0	280.0	4.0	16.0	0.0	5432.0	769897.0
COPE-0914.fp2_r1_screen	2911.0	685.0	11618.0	264.0	283.0	97.0	101.0	21.0	0.0	11791.0	1615436.0
COPE-0914.fp2_r2_screen	3633.0	1256.0	11924.0	1064.0	336.0	170.0	13.0	50.0	0.0	11132.0	1613629.0
COPE-0915.fp2_r1_screen	179.0	25.0	1041.0	44.0	20.0	4.0	5.0	1.0	0.0	1485.0	99159.0
COPE-0915.fp2_r2_screen	306.0	155.0	1037.0	68.0	12.0	11.0	2.0	2.0	0.0	1701.0	98669.0
COPE-0916.fp2_r1_screen	10720.0	1017.0	8230.0	318.0	513.0	96.0	328.0	47.0	6.0	30523.0	5288127.0
COPE-0916.fp2_r2_screen	17441.0	4140.0	9514.0	2182.0	2518.0	71.0	37.0	15.0	0.0	23356.0	5280651.0
COPE-0917.fp2_r1_screen	665.0	166.0	238.0	54.0	72.0	4.0	4.0	5.0	0.0	2654.0	337888.0
COPE-0917.fp2_r2_screen	940.0	1387.0	259.0	273.0	248.0	16.0	6.0	7.0	0.0	6604.0	332010.0
COPE-0918.fp2_r1_screen	2430.0	766.0	904.0	238.0	218.0	47.0	58.0	7.0	0.0	9392.0	1465840.0
COPE-0918.fp2_r2_screen	4360.0	1441.0	1218.0	638.0	230.0	39.0	11.0	3.0	0.0	7599.0	1464361.0
COPE-0919.fp2_r1_screen	3630.0	699.0	166.0	107.0	458.0	275.0	46.0	14.0	2.0	14133.0	2036219.0
COPE-0919.fp2_r2_screen	4767.0	1497.0	484.0	1274.0	810.0	301.0	34.0	6.0	0.0	20225.0	2026351.0
COPE-0920.fp2_r1_screen	9665.0	886.0	359.0	304.0	610.0	921.0	197.0	9.0	0.0	26698.0	4570665.0
COPE-0920.fp2_r2_screen	10332.0	4323.0	1260.0	1242.0	1231.0	468.0	117.0	6.0	0.0	21131.0	4570204.0
COPE-0921.fp2_r1_screen	8179.0	1132.0	229.0	965.0	261.0	244.0	92.0	10.0	2.0	32425.0	4310300.0
COPE-0921.fp2_r2_screen	9305.0	3293.0	1430.0	2598.0	448.0	92.0	70.0	2.0	0.0	27172.0	4309429.0
COPE-0922.fp2_r1_screen	492.0	40.0	18.0	24.0	61.0	39.0	4.0	0.0	0.0	1446.0	155201.0
COPE-0922.fp2_r2_screen	601.0	208.0	41.0	56.0	58.0	25.0	2.0	0.0	0.0	2565.0	153769.0
COPE-0923.fp2_r1_screen	454.0	110.0	40.0	4.0	25.0	6.0	3.0	0.0	0.0	2077.0	261184.0
COPE-0923.fp2_r2_screen	683.0	235.0	46.0	157.0	65.0	18.0	3.0	0.0	0.0	2990.0	259706.0
COPE-0924.fp2_r1_screen	9932.0	946.0	137.0	292.0	440.0	769.0	186.0	5.0	2.0	26971.0	4226916.0
COPE-0924.fp2_r2_screen	10534.0	3316.0	1391.0	784.0	1260.0	921.0	118.0	7.0	0.0	21776.0	4226489.0
COPE-0925.fp2_r1_screen	7430.0	540.0	191.0	228.0	329.0	568.0	85.0	4.0	0.0	14654.0	2802859.0
COPE-0925.fp2_r2_screen	6909.0	2407.0	404.0	442.0	813.0	256.0	39.0	2.0	0.0	13605.0	2802011.0
COPE-0926.fp2_r1_screen	8449.0	988.0	247.0	491.0	432.0	453.0	194.0	16.0	0.0	27656.0	4766745.0
COPE-0926.fp2_r2_screen	10363.0	3082.0	850.0	1856.0	1188.0	784.0	116.0	7.0	1.0	22602.0	4764822.0
COPE-0927.fp2_r1_screen	380.0	41.0	42.0	64.0	17.0	4.0	16.0	0.0	0.0	2612.0	205770.0
COPE-0927.fp2_r2_screen	460.0	197.0	108.0	103.0	47.0	61.0	3.0	0.0	0.0	2511.0	205456.0
COPE-0928.fp2_r1_screen	5983.0	775.0	72.0	485.0	506.0	277.0	125.0	33.0	0.0	17087.0	2729321.0
COPE-0928.fp2_r2_screen	6341.0	2163.0	148.0	1700.0	361.0	79.0	50.0	125.0	0.0	17957.0	2725740.0
COPE-0929.fp2_r1_screen	4076.0	799.0	240.0	607.0	478.0	253.0	143.0	1.0	0.0	15440.0	2037485.0
COPE-0929.fp2_r2_screen	4776.0	3807.0	628.0	1310.0	546.0	83.0	16.0	5.0	0.0	26519.0	2021832.0
COPE-0930.fp2_r1_screen	3563.0	668.0	28.0	160.0	292.0	217.0	119.0	2.0	0.0	9202.0	1485837.0
COPE-0930.fp2_r2_screen	2880.0	1252.0	206.0	1000.0	340.0	831.0	44.0	3.0	1.0	13995.0	1479536.0
COPE-0931.fp2_r1_screen	21158.0	1827.0	213.0	927.0	991.0	1013.0	572.0	19.0	5.0	48611.0	8295254.0
COPE-0931.fp2_r2_screen	23335.0	5736.0	1769.0	2287.0	1463.0	468.0	310.0	40.0	0.0	33231.0	8301951.0
COPE-0932.fp2_r1_screen	3300.0	293.0	131.0	266.0	237.0	463.0	84.0	4.0	0.0	13484.0	1966675.0
COPE-0932.fp2_r2_screen	4615.0	2081.0	333.0	507.0	394.0	189.0	32.0	6.0	0.0	11097.0	1965683.0
COPE-0933.fp2_r1_screen	3502.0	519.0	61.0	221.0	300.0	206.0	86.0	4.0	2.0	10942.0	2096555.0
COPE-0933.fp2_r2_screen	4504.0	1588.0	392.0	1873.0	373.0	93.0	24.0	3.0	0.0	9106.0	2094442.0
COPE-0934.fp2_r1_screen	60418.0	8059.0	1313.0	4285.0	2978.0	88411.0	1326.0	87.0	4.0	110353.0	19812114.0
COPE-0934.fp2_r2_screen	40570.0	13084.0	1236.0	2169.0	7613.0	87403.0	433.0	143.0	0.0	92440.0	19844257.0
COPE-0935.fp2_r1_screen	536.0	164.0	46.0	43.0	86.0	20.0	21.0	1.0	0.0	2980.0	381886.0
COPE-0935.fp2_r2_screen	1089.0	940.0	45.0	261.0	70.0	20.0	5.0	0.0	0.0	9067.0	374286.0
COPE-0936.fp2_r1_screen	7522.0	991.0	253.0	694.0	310.0	407.0	117.0	3.0	0.0	22075.0	3237487.0
COPE-0936.fp2_r2_screen	10192.0	2366.0	1396.0	893.0	713.0	414.0	34.0	13.0	0.0	15370.0	3238468.0
COPE-0937.fp2_r1_screen	2104.0	157.0	67.0	138.0	118.0	50.0	76.0	4.0	0.0	7597.0	1052605.0
COPE-0937.fp2_r2_screen	3146.0	908.0	253.0	514.0	167.0	196.0	8.0	3.0	0.0	5435.0	1052286.0
COPE-0938.fp2_r1_screen	3067.0	749.0	581.0	244.0	222.0	112.0	60.0	0.0	0.0	18024.0	2172962.0
COPE-0938.fp2_r2_screen	6222.0	8727.0	500.0	1077.0	456.0	45.0	50.0	27.0	0.0	38895.0	2140022.0
COPE-0939.fp2_r1_screen	8188.0	852.0	469.0	702.0	741.0	165.0	214.0	4.0	1.0	25584.0	3319421.0
COPE-0939.fp2_r2_screen	10056.0	1986.0	1048.0	1586.0	590.0	137.0	47.0	4.0	1.0	18780.0	3322106.0
COPE-0940.fp2_r1_screen	15191.0	2874.0	770.0	979.0	652.0	173.0	151.0	3.0	0.0	56900.0	8750990.0
COPE-0940.fp2_r2_screen	23624.0	18121.0	971.0	6017.0	1066.0	167.0	108.0	214.0	0.0	191618.0	8586777.0
COPE-0941.fp2_r1_screen	7685.0	998.0	126.0	300.0	494.0	562.0	71.0	25.0	3.0	20791.0	3458264.0
COPE-0941.fp2_r2_screen	8589.0	2580.0	241.0	528.0	829.0	116.0	73.0	6.0	0.0	15651.0	3460706.0
COPE-0942.fp2_r1_screen	9920.0	1143.0	556.0	589.0	993.0	169.0	65.0	6.0	2.0	26656.0	4733512.0
COPE-0942.fp2_r2_screen	13553.0	4275.0	991.0	890.0	1434.0	434.0	51.0	5.0	0.0	23717.0	4728261.0
COPE-0943.fp2_r1_screen	3104.0	322.0	167.0	223.0	291.0	34.0	39.0	11.0	0.0	12542.0	1389353.0
COPE-0943.fp2_r2_screen	3508.0	1678.0	389.0	920.0	504.0	304.0	29.0	1.0	0.0	12071.0	1386682.0
COPE-0944.fp2_r1_screen	2269.0	242.0	92.0	161.0	269.0	252.0	13.0	2.0	0.0	8755.0	1205587.0
COPE-0944.fp2_r2_screen	2617.0	1550.0	214.0	636.0	253.0	78.0	20.0	4.0	0.0	12528.0	1199742.0
COPE-0945.fp2_r1_screen	1916.0	285.0	189.0	134.0	145.0	60.0	107.0	0.0	0.0	7431.0	728307.0
COPE-0945.fp2_r2_screen	2744.0	762.0	237.0	408.0	221.0	34.0	34.0	2.0	0.0	7671.0	726461.0
COPE-0946.fp2_r1_screen	96.0	7.0	4.0	11.0	5.0	35.0	2.0	0.0	0.0	720.0	37846.0
COPE-0946.fp2_r2_screen	89.0	153.0	3.0	23.0	11.0	36.0	1.0	0.0	0.0	1222.0	37188.0
COPE-0947.fp2_r1_screen	15004.0	1238.0	443.0	913.0	785.0	463.0	213.0	43.0	0.0	25085.0	5154227.0
COPE-0947.fp2_r2_screen	12628.0	4945.0	734.0	1402.0	1816.0	385.0	57.0	11.0	0.0	31566.0	5144870.0
COPE-0948.fp2_r1_screen	7687.0	1362.0	498.0	338.0	593.0	397.0	189.0	3.0	0.0	20576.0	3605374.0
COPE-0948.fp2_r2_screen	9195.0	2862.0	666.0	1239.0	992.0	102.0	36.0	11.0	1.0	16902.0	3605011.0
COPE-0949.fp2_r1_screen	1884.0	170.0	31.0	47.0	239.0	116.0	59.0	11.0	6.0	6909.0	793169.0
COPE-0949.fp2_r2_screen	3483.0	932.0	331.0	477.0	239.0	397.0	20.0	0.0	0.0	10335.0	786427.0
COPE-0950.fp2_r1_screen	1300.0	441.0	121.0	47.0	127.0	8.0	9.0	11.0	0.0	5018.0	715471.0
COPE-0950.fp2_r2_screen	2691.0	1074.0	100.0	559.0	260.0	28.0	14.0	0.0	0.0	15434.0	702393.0
COPE-0951.fp2_r1_screen	1567.0	197.0	29.0	62.0	128.0	58.0	26.0	3.0	0.0	4780.0	559243.0
COPE-0951.fp2_r2_screen	1923.0	620.0	52.0	298.0	119.0	138.0	5.0	3.0	0.0	5617.0	557318.0
COPE-0952.fp2_r1_screen	5556.0	693.0	260.0	172.0	335.0	119.0	100.0	4.0	6.0	16227.0	2947626.0
COPE-0952.fp2_r2_screen	7564.0	2650.0	727.0	912.0	645.0	133.0	25.0	1.0	0.0	11707.0	2946734.0
COPE-0953.fp2_r1_screen	869.0	150.0	73.0	41.0	32.0	16.0	15.0	0.0	0.0	4209.0	452612.0
COPE-0953.fp2_r2_screen	896.0	2770.0	75.0	298.0	86.0	9.0	5.0	0.0	0.0	8274.0	445604.0
COPE-0954.fp2_r1_screen	356.0	50.0	28.0	19.0	19.0	10.0	8.0	2.0	0.0	2974.0	220111.0
COPE-0954.fp2_r2_screen	718.0	383.0	106.0	87.0	63.0	17.0	2.0	2.0	0.0	2848.0	219351.0
COPE-0955.fp2_r1_screen	640.0	94.0	80.0	43.0	41.0	29.0	24.0	0.0	0.0	2644.0	303622.0
COPE-0955.fp2_r2_screen	744.0	316.0	151.0	134.0	86.0	16.0	4.0	10.0	0.0	2410.0	303346.0
COPE-0956.fp2_r1_screen	6017.0	1508.0	186.0	451.0	775.0	313.0	205.0	7.0	2.0	22918.0	3647384.0
COPE-0956.fp2_r2_screen	7787.0	3297.0	1096.0	3161.0	736.0	223.0	59.0	4.0	0.0	28163.0	3635240.0
COPE-0957.fp2_r1_screen	362.0	49.0	14.0	18.0	37.0	34.0	3.0	0.0	0.0	1472.0	127992.0
COPE-0957.fp2_r2_screen	301.0	465.0	14.0	64.0	117.0	39.0	3.0	0.0	0.0	2260.0	126718.0
COPE-0958.fp2_r1_screen	9397.0	1249.0	291.0	1109.0	1922.0	220.0	114.0	10.0	0.0	30100.0	4534130.0
COPE-0958.fp2_r2_screen	12300.0	2644.0	1377.0	1525.0	2556.0	134.0	55.0	10.0	0.0	25643.0	4532298.0
COPE-0959.fp2_r1_screen	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1139.0
COPE-0959.fp2_r2_screen	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	17.0	1139.0
COPE-0960.fp2_r1_screen	12964.0	2038.0	433.0	1092.0	1320.0	504.0	138.0	19.0	3.0	35554.0	5577617.0
COPE-0960.fp2_r2_screen	14614.0	5103.0	411.0	2332.0	1155.0	1260.0	245.0	8.0	0.0	37384.0	5569170.0
COPE-0961.fp2_r1_screen	4146.0	697.0	497.0	177.0	284.0	107.0	102.0	8.0	0.0	14464.0	1967976.0
COPE-0961.fp2_r2_screen	4535.0	2085.0	712.0	1712.0	389.0	173.0	35.0	47.0	0.0	27497.0	1951273.0
COPE-0962.fp2_r1_screen	1928.0	366.0	100.0	98.0	190.0	87.0	50.0	14.0	0.0	6452.0	1022283.0
COPE-0962.fp2_r2_screen	2658.0	814.0	272.0	537.0	304.0	99.0	49.0	36.0	0.0	11633.0	1015166.0
COPE-0963.fp2_r1_screen	1078.0	507.0	429.0	1723.0	221.0	14.0	49.0	2.0	0.0	27878.0	977617.0
COPE-0963.fp2_r2_screen	2623.0	2740.0	706.0	728.0	241.0	108.0	6.0	1.0	0.0	29796.0	972569.0
COPE-0964.fp2_r1_screen	2201.0	321.0	47.0	101.0	119.0	109.0	31.0	1.0	0.0	6223.0	924794.0
COPE-0964.fp2_r2_screen	2817.0	924.0	218.0	261.0	231.0	183.0	5.0	1.0	0.0	5727.0	923580.0
COPE-0965.fp2_r1_screen	3661.0	409.0	101.0	207.0	306.0	317.0	63.0	10.0	1.0	11815.0	1902341.0
COPE-0965.fp2_r2_screen	4147.0	2001.0	271.0	480.0	688.0	100.0	22.0	35.0	0.0	11257.0	1900230.0
COPE-0966.fp2_r1_screen	2013.0	275.0	198.0	102.0	138.0	166.0	20.0	0.0	0.0	11449.0	1213019.0
COPE-0966.fp2_r2_screen	2945.0	1585.0	420.0	910.0	327.0	81.0	5.0	2.0	0.0	12995.0	1208110.0
COPE-0967.fp2_r1_screen	2936.0	486.0	1049.0	353.0	495.0	153.0	33.0	0.0	0.0	11877.0	1637998.0
COPE-0967.fp2_r2_screen	4455.0	1219.0	1311.0	896.0	321.0	35.0	62.0	2.0	0.0	12888.0	1634191.0
COPE-0968.fp2_r1_screen	855.0	116.0	92.0	73.0	37.0	257.0	7.0	0.0	0.0	4930.0	502962.0
COPE-0968.fp2_r2_screen	1564.0	593.0	262.0	216.0	96.0	234.0	3.0	1.0	0.0	5181.0	501179.0
COPE-0969.fp2_r1_screen	353.0	56.0	22.0	19.0	21.0	14.0	11.0	2.0	0.0	1769.0	118281.0
COPE-0969.fp2_r2_screen	489.0	159.0	29.0	69.0	20.0	34.0	4.0	1.0	0.0	1751.0	117992.0
COPE-0970.fp2_r1_screen	9211.0	1175.0	274.0	142.0	343.0	689.0	135.0	16.0	0.0	22987.0	4079367.0
COPE-0970.fp2_r2_screen	10809.0	3546.0	624.0	1089.0	1093.0	401.0	53.0	205.0	0.0	16741.0	4079778.0
COPE-0971.fp2_r1_screen	11037.0	1486.0	432.0	762.0	1493.0	295.0	362.0	34.0	1.0	28037.0	4680637.0
COPE-0971.fp2_r2_screen	8077.0	3852.0	985.0	1713.0	974.0	62.0	26.0	57.0	0.0	19216.0	4689614.0
COPE-0972.fp2_r1_screen	4593.0	1033.0	1920.0	402.0	374.0	85.0	180.0	5.0	1.0	14724.0	2115808.0
COPE-0972.fp2_r2_screen	5607.0	1927.0	2187.0	1117.0	363.0	171.0	72.0	10.0	0.0	17211.0	2110460.0
COPE-0973.fp2_r1_screen	18299.0	3646.0	630.0	1360.0	1724.0	1207.0	441.0	35.0	5.0	24583.0	5193505.0
COPE-0973.fp2_r2_screen	16587.0	4646.0	511.0	489.0	3397.0	410.0	354.0	100.0	0.0	17044.0	5201897.0
COPE-0974.fp2_r1_screen	3968.0	1917.0	856.0	509.0	232.0	132.0	75.0	8.0	0.0	11963.0	2094240.0
COPE-0974.fp2_r2_screen	3659.0	2917.0	1067.0	1075.0	623.0	31.0	15.0	46.0	0.0	13398.0	2091069.0
COPE-0975.fp2_r1_screen	6299.0	734.0	8852.0	362.0	309.0	484.0	116.0	5.0	1.0	33743.0	3585118.0
COPE-0975.fp2_r2_screen	8606.0	4185.0	8895.0	1562.0	643.0	533.0	70.0	8.0	0.0	25676.0	3585845.0
COPE-0976.fp2_r1_screen	3545.0	327.0	2217.0	151.0	184.0	113.0	22.0	0.0	0.0	50692.0	1672361.0
COPE-0976.fp2_r2_screen	4046.0	3657.0	2212.0	2462.0	319.0	250.0	7.0	46.0	0.0	54110.0	1662503.0
COPE-0977.fp2_r1_screen	5946.0	944.0	940.0	184.0	643.0	155.0	269.0	3.0	0.0	18409.0	2721786.0
COPE-0977.fp2_r2_screen	6927.0	2508.0	1655.0	1379.0	379.0	190.0	38.0	1.0	0.0	15241.0	2720961.0
COPE-0978.fp2_r1_screen	1045.0	151.0	751.0	27.0	116.0	9.0	9.0	3.0	0.0	5962.0	506120.0
COPE-0978.fp2_r2_screen	1214.0	2293.0	762.0	378.0	190.0	10.0	66.0	8.0	0.0	11328.0	497944.0
COPE-0979.fp2_r1_screen	394.0	105.0	65.0	56.0	12.0	12.0	17.0	0.0	0.0	2338.0	249010.0
COPE-0979.fp2_r2_screen	699.0	360.0	174.0	234.0	47.0	6.0	7.0	4.0	0.0	2124.0	248354.0
COPE-0980.fp2_r1_screen	9844.0	873.0	4669.0	394.0	778.0	397.0	213.0	11.0	2.0	26364.0	4310935.0
COPE-0980.fp2_r2_screen	11206.0	3910.0	5627.0	1380.0	1149.0	86.0	147.0	3.0	1.0	19601.0	4311370.0
COPE-0981.fp2_r1_screen	7942.0	1122.0	3201.0	269.0	473.0	151.0	217.0	9.0	1.0	20936.0	2924363.0
COPE-0981.fp2_r2_screen	8399.0	2756.0	3539.0	1023.0	958.0	106.0	49.0	6.0	0.0	20148.0	2921700.0
COPE-0982.fp2_r1_screen	6170.0	796.0	7580.0	602.0	857.0	388.0	197.0	4.0	0.0	22697.0	3889767.0
COPE-0982.fp2_r2_screen	8090.0	3589.0	8193.0	1436.0	910.0	123.0	202.0	5.0	0.0	29709.0	3876801.0
COPE-0983.fp2_r1_screen	5093.0	533.0	4157.0	514.0	655.0	92.0	56.0	3.0	0.0	26027.0	3109430.0
COPE-0983.fp2_r2_screen	10175.0	4220.0	5230.0	1724.0	528.0	202.0	38.0	2.0	0.0	40183.0	3084258.0
COPE-0984.fp2_r1_screen	726.0	99.0	160.0	33.0	73.0	6.0	4.0	1.0	0.0	2889.0	300656.0
COPE-0984.fp2_r2_screen	850.0	1016.0	228.0	231.0	149.0	6.0	4.0	2.0	0.0	5710.0	296451.0
COPE-0985.fp2_r1_screen	5264.0	433.0	4182.0	539.0	582.0	78.0	100.0	6.0	0.0	24815.0	2517107.0
COPE-0985.fp2_r2_screen	7408.0	3080.0	4566.0	1293.0	566.0	653.0	27.0	7.0	0.0	34484.0	2501022.0
COPE-0986.fp2_r1_screen	110.0	15.0	10.0	7.0	6.0	16.0	0.0	0.0	0.0	833.0	61658.0
COPE-0986.fp2_r2_screen	147.0	262.0	8.0	91.0	47.0	27.0	8.0	0.0	0.0	1372.0	60693.0
COPE-0987.fp2_r1_screen	13951.0	2343.0	1100.0	1215.0	1686.0	330.0	752.0	3.0	0.0	48283.0	8125977.0
COPE-0987.fp2_r2_screen	17792.0	3994.0	2012.0	4384.0	1535.0	1057.0	115.0	4.0	0.0	39590.0	8125157.0
COPE-0988.fp2_r1_screen	6544.0	1105.0	266.0	750.0	447.0	434.0	267.0	2.0	0.0	19187.0	2991954.0
COPE-0988.fp2_r2_screen	6718.0	2227.0	759.0	1627.0	644.0	547.0	86.0	3.0	0.0	14276.0	2994069.0
COPE-0989.fp2_r1_screen	3599.0	528.0	109.0	350.0	528.0	222.0	146.0	7.0	1.0	12860.0	1933699.0
COPE-0989.fp2_r2_screen	4816.0	1501.0	543.0	880.0	431.0	32.0	33.0	2.0	0.0	16749.0	1927062.0
COPE-0990.fp2_r1_screen	8498.0	1021.0	592.0	85.0	648.0	564.0	24.0	0.0	2.0	115418.0	2982249.0
COPE-0990.fp2_r2_screen	7151.0	8134.0	1206.0	4484.0	510.0	731.0	76.0	11.0	0.0	128800.0	2957998.0
COPE-0991.fp2_r1_screen	3850.0	594.0	261.0	89.0	276.0	62.0	46.0	5.0	1.0	11981.0	1665631.0
COPE-0991.fp2_r2_screen	5751.0	1910.0	286.0	661.0	1016.0	559.0	41.0	3.0	0.0	11482.0	1661087.0
COPE-0992.fp2_r1_screen	4200.0	1014.0	248.0	182.0	312.0	54.0	117.0	3.0	0.0	15210.0	2519032.0
COPE-0992.fp2_r2_screen	5689.0	3217.0	357.0	1728.0	664.0	55.0	128.0	22.0	0.0	58763.0	2469749.0
COPE-0993.fp2_r1_screen	3648.0	506.0	109.0	223.0	353.0	2100.0	89.0	6.0	0.0	7695.0	1473013.0
COPE-0993.fp2_r2_screen	4359.0	1274.0	323.0	1258.0	203.0	2070.0	11.0	5.0	0.0	20550.0	1457689.0
COPE-0994.fp2_r1_screen	5642.0	951.0	276.0	812.0	538.0	17073.0	169.0	9.0	0.0	17779.0	2839965.0
COPE-0994.fp2_r2_screen	6663.0	2526.0	817.0	1545.0	518.0	18755.0	23.0	7.0	0.0	22774.0	2829586.0
COPE-0995.fp2_r1_screen	17576.0	2086.0	488.0	1478.0	1175.0	1617.0	401.0	22.0	3.0	54426.0	7927979.0
COPE-0995.fp2_r2_screen	15138.0	10959.0	1592.0	3662.0	1721.0	1091.0	68.0	5.0	0.0	68257.0	7904758.0
COPE-0996.fp2_r1_screen	5424.0	665.0	187.0	631.0	235.0	97.0	127.0	0.0	0.0	24019.0	3015608.0
COPE-0996.fp2_r2_screen	9265.0	2590.0	1383.0	813.0	787.0	405.0	32.0	3.0	0.0	29209.0	3002506.0
COPE-0997.fp2_r1_screen	294.0	63.0	10.0	13.0	22.0	31.0	2.0	0.0	0.0	1734.0	146340.0
COPE-0997.fp2_r2_screen	534.0	178.0	13.0	87.0	22.0	39.0	1.0	0.0	0.0	1428.0	146207.0
COPE-0998.fp2_r1_screen	898.0	249.0	105.0	52.0	110.0	28.0	7.0	0.0	0.0	4185.0	634581.0
COPE-0998.fp2_r2_screen	1513.0	1819.0	161.0	415.0	259.0	17.0	10.0	3.0	0.0	12129.0	623889.0
COPE-0999.fp2_r1_screen	4407.0	671.0	160.0	229.0	634.0	318.0	48.0	10.0	0.0	21339.0	2699221.0
COPE-0999.fp2_r2_screen	5664.0	2095.0	708.0	1820.0	934.0	312.0	59.0	7.0	0.0	24398.0	2691040.0
